"gender","condtn","wave","round","position","order","partner","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field_cd","race","imprace","imprelig","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","satis_2","length","numdat_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","you_call","them_cal","date_3","attr1_3","sinc1_3","intel1_3","fun1_3","amb1_3","shar1_3","attr3_3","sinc3_3","intel3_3","fun3_3","amb3_3"
0,1,1,10,4,4,5,0,-0.16,0,24,3,30,10,20,10,10,20,0,5,9,9,7,9,5,5,7,2,21,1,2,8,1,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,8,0,6,7,7,5,4,8,7,4,2,7,2,2,15.79,13.16,18.42,15.79,15.79,21.05,6,6,9,9,9,0,0,0,30,10,20,20,10,10,4,5,10,6,10
0,1,1,10,4,3,6,0,0.06,1,25,2,50,0,30,10,0,10,0,5,8,7,7,7,7,6,7,2,21,1,2,8,1,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,8,1,5,6,7,5,7,8,7,3,2,7,2,2,15.79,13.16,18.42,15.79,15.79,21.05,6,6,9,9,9,0,0,0,30,10,20,20,10,10,4,5,10,6,10
0,1,1,10,4,8,7,0,-0.05,1,30,2,35,15,25,10,5,10,0,2,3,4,4,5,3,3,3,2,21,1,2,8,1,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,8,1,6,6,8,5,5,6,6,3,2,7,2,2,15.79,13.16,18.42,15.79,15.79,21.05,6,6,9,9,9,0,0,0,30,10,20,20,10,10,4,5,10,6,10
0,1,1,10,4,9,8,0,0.07,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,0,5,5,6,5,5,5,6,5,2,21,1,2,8,1,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,8,1,5,5,7,6,7,5,6,4,2,7,2,2,15.79,13.16,18.42,15.79,15.79,21.05,6,6,9,9,9,0,0,0,30,10,20,20,10,10,4,5,10,6,10
0,1,1,10,4,5,9,1,-0.13,1,28,2,50,0,25,10,0,15,1,5,9,9,9,9,6,7,7,2,21,1,2,8,1,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,8,1,7,5,7,8,7,9,9,4,2,7,2,2,15.79,13.16,18.42,15.79,15.79,21.05,6,6,9,9,9,0,0,0,30,10,20,20,10,10,4,5,10,6,10
0,1,1,10,4,6,10,0,-0.06,1,24,2,100,0,0,0,0,0,0,3,10,7,7,10,5,4,10,2,21,1,2,8,1,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,8,1,9,6,7,9,6,5,10,3,2,7,2,2,15.79,13.16,18.42,15.79,15.79,21.05,6,6,9,9,9,0,0,0,30,10,20,20,10,10,4,5,10,6,10
1,1,1,10,7,7,1,1,0.21,0,21,4,15,20,20,15,15,15,1,5,6,7,7,6,6,6,6,2,24,1,3,3,1,1,4,1,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,30,10,20,10,10,20,20,20,20,20,10,10,7,7,7,9,9,1,8,7,9,6,9,7,8,6,2,8,2,1,21.21,18.18,12.12,21.21,6.06,21.21,7,7,9,7,9,3,0,0,30,10,20,20,5,15,7,7,9,7,9
1,1,1,10,3,3,2,0,0.32,0,24,2,45,5,25,20,0,5,0,6,8,7,9,7,8,8,6,1,24,1,3,3,1,1,4,1,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,30,10,20,10,10,20,20,20,20,20,10,10,7,7,7,9,9,1,10,10,10,10,7,8,10,1,1,8,2,1,21.21,18.18,12.12,21.21,6.06,21.21,7,7,9,7,9,3,0,0,30,10,20,20,5,15,7,7,9,7,9
1,1,1,10,6,6,4,0,0.21,0,23,2,20,20,20,20,10,10,0,6,9,8,9,8,9,7,7,2,24,1,3,3,1,1,4,1,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,30,10,20,10,10,20,20,20,20,20,10,10,7,7,7,9,9,1,8,8,9,8,8,9,9,7,2,8,2,1,21.21,18.18,12.12,21.21,6.06,21.21,7,7,9,7,9,3,0,0,30,10,20,20,5,15,7,7,9,7,9
1,1,1,10,4,4,5,0,-0.16,0,21,2,20,5,25,25,10,15,0,6,7,7,5,4,8,7,4,2,24,1,3,3,1,1,4,1,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,30,10,20,10,10,20,20,20,20,20,10,10,7,7,7,9,9,0,5,9,9,7,9,5,5,7,2,8,2,1,21.21,18.18,12.12,21.21,6.06,21.21,7,7,9,7,9,3,0,0,30,10,20,20,5,15,7,7,9,7,9
1,1,1,10,8,8,6,0,0.35,0,23,4,10,25,20,25,5,15,0,5,4,8,8,4,2,4,3,1,24,1,3,3,1,1,4,1,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,30,10,20,10,10,20,20,20,20,20,10,10,7,7,7,9,9,1,9,7,9,7,9,6,9,2,1,8,2,1,21.21,18.18,12.12,21.21,6.06,21.21,7,7,9,7,9,3,0,0,30,10,20,20,5,15,7,7,9,7,9
1,1,1,10,5,5,7,0,-0.27,0,22,4,15,15,25,20,15,10,0,4,7,7,4,8,5,5,6,1,24,1,3,3,1,1,4,1,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,30,10,20,10,10,20,20,20,20,20,10,10,7,7,7,9,9,1,8,7,9,6,9,5,8,4,2,8,2,1,21.21,18.18,12.12,21.21,6.06,21.21,7,7,9,7,9,3,0,0,30,10,20,20,5,15,7,7,9,7,9
1,1,1,10,1,1,9,1,-0.01,0,26,6,20,10,20,30,10,10,1,5,10,8,8,5,5,5,5,2,24,1,3,3,1,1,4,1,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,30,10,20,10,10,20,20,20,20,20,10,10,7,7,7,9,9,1,7,9,8,9,7,7,7,8,2,8,2,1,21.21,18.18,12.12,21.21,6.06,21.21,7,7,9,7,9,3,0,0,30,10,20,20,5,15,7,7,9,7,9
1,1,1,10,7,6,1,0,0.25,0,21,4,15,20,20,15,15,15,0,4,9,7,4,6,4,6,5,2,25,8,2,9,2,1,5,1,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,7,50,0,30,10,0,10,50,5,30,5,5,5,6,6,8,8,6,1,7,7,8,8,7,7,7,6,2,7,2,1,19.51,14.63,17.07,17.07,14.63,17.07,6,7,8,8,7,0,0,0,50,0,20,10,10,10,6,6,8,8,8
1,1,1,10,3,2,2,0,0.73,1,24,2,45,5,25,20,0,5,0,8,7,8,3,6,2,6,5,2,25,8,2,9,2,1,5,1,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,7,50,0,30,10,0,10,50,5,30,5,5,5,6,6,8,8,6,1,7,8,7,5,7,7,7,5,2,7,2,1,19.51,14.63,17.07,17.07,14.63,17.07,6,7,8,8,7,0,0,0,50,0,20,10,10,10,6,6,8,8,8
1,1,1,10,6,5,4,0,0.37,1,23,2,20,20,20,20,10,10,0,5,10,8,4,8,2,4,3,2,25,8,2,9,2,1,5,1,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,7,50,0,30,10,0,10,50,5,30,5,5,5,6,6,8,8,6,1,6,6,7,7,8,7,6,6,2,7,2,1,19.51,14.63,17.07,17.07,14.63,17.07,6,7,8,8,7,0,0,0,50,0,20,10,10,10,6,6,8,8,8
1,1,1,10,4,3,5,0,0.06,1,21,2,20,5,25,25,10,15,1,5,6,7,5,7,8,7,3,2,25,8,2,9,2,1,5,1,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,7,50,0,30,10,0,10,50,5,30,5,5,5,6,6,8,8,6,0,5,8,7,7,7,7,6,7,2,7,2,1,19.51,14.63,17.07,17.07,14.63,17.07,6,7,8,8,7,0,0,0,50,0,20,10,10,10,6,6,8,8,8
1,1,1,10,8,7,6,0,0.19,0,23,4,10,25,20,25,5,15,0,3,7,6,1,1,1,2,2,2,25,8,2,9,2,1,5,1,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,7,50,0,30,10,0,10,50,5,30,5,5,5,6,6,8,8,6,1,6,6,8,8,8,7,6,6,2,7,2,1,19.51,14.63,17.07,17.07,14.63,17.07,6,7,8,8,7,0,0,0,50,0,20,10,10,10,6,6,8,8,8
1,1,1,10,5,4,7,0,0.59,0,22,4,15,15,25,20,15,10,0,4,8,7,4,5,4,5,5,2,25,8,2,9,2,1,5,1,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,7,50,0,30,10,0,10,50,5,30,5,5,5,6,6,8,8,6,1,8,8,8,6,6,6,7,7,2,7,2,1,19.51,14.63,17.07,17.07,14.63,17.07,6,7,8,8,7,0,0,0,50,0,20,10,10,10,6,6,8,8,8
1,1,1,10,10,9,8,1,0.28,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,1,6,8,8,5,6,7,6,5,2,25,8,2,9,2,1,5,1,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,7,50,0,30,10,0,10,50,5,30,5,5,5,6,6,8,8,6,1,8,7,7,7,8,7,7,6,2,7,2,1,19.51,14.63,17.07,17.07,14.63,17.07,6,7,8,8,7,0,0,0,50,0,20,10,10,10,6,6,8,8,8
1,1,1,10,1,10,9,1,0.42,0,26,6,20,10,20,30,10,10,1,8,9,9,7,6,5,6,5,2,25,8,2,9,2,1,5,1,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,7,50,0,30,10,0,10,50,5,30,5,5,5,6,6,8,8,6,1,6,6,7,8,7,7,6,5,2,7,2,1,19.51,14.63,17.07,17.07,14.63,17.07,6,7,8,8,7,0,0,0,50,0,20,10,10,10,6,6,8,8,8
1,1,1,10,7,1,1,0,0.34,0,21,4,15,20,20,15,15,15,1,7,6,7,4,6,7,6,5,2,30,13,2,1,1,3,3,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,4,35,15,25,10,5,10,25,20,20,20,10,5,7,7,6,8,4,0,3,6,7,5,8,7,2,1,2,5,3,2,30,16.67,20,20,6.67,6.67,6,7,8,5,7,1,1,0,40,20,25,5,5,5,7,8,8,6,6
1,1,1,10,3,7,2,0,0.6,1,24,2,45,5,25,20,0,5,1,7,5,9,6,7,9,8,7,2,30,13,2,1,1,3,3,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,4,35,15,25,10,5,10,25,20,20,20,10,5,7,7,6,8,4,0,5,3,4,3,5,3,4,3,2,5,3,2,30,16.67,20,20,6.67,6.67,6,7,8,5,7,1,1,0,40,20,25,5,5,5,7,8,8,6,6
1,1,1,10,9,3,3,0,-0.26,1,25,2,35,10,35,10,10,0,0,8,9,10,7,7,9,8,7,2,30,13,2,1,1,3,3,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,4,35,15,25,10,5,10,25,20,20,20,10,5,7,7,6,8,4,0,6,3,5,4,5,4,2,2,2,5,3,2,30,16.67,20,20,6.67,6.67,6,7,8,5,7,1,1,0,40,20,25,5,5,5,7,8,8,6,6
1,1,1,10,6,10,4,0,0.35,1,23,2,20,20,20,20,10,10,0,7,10,10,7,10,5,5,1,2,30,13,2,1,1,3,3,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,4,35,15,25,10,5,10,25,20,20,20,10,5,7,7,6,8,4,1,7,6,3,5,6,5,6,4,2,5,3,2,30,16.67,20,20,6.67,6.67,6,7,8,5,7,1,1,0,40,20,25,5,5,5,7,8,8,6,6
1,1,1,10,4,8,5,0,-0.05,1,21,2,20,5,25,25,10,15,1,6,6,8,5,5,6,6,3,2,30,13,2,1,1,3,3,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,4,35,15,25,10,5,10,25,20,20,20,10,5,7,7,6,8,4,0,2,3,4,4,5,3,3,3,2,5,3,2,30,16.67,20,20,6.67,6.67,6,7,8,5,7,1,1,0,40,20,25,5,5,5,7,8,8,6,6
1,1,1,10,8,2,6,0,0.47,0,23,4,10,25,20,25,5,15,1,8,8,8,8,3,4,8,7,2,30,13,2,1,1,3,3,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,4,35,15,25,10,5,10,25,20,20,20,10,5,7,7,6,8,4,0,5,6,8,4,5,4,3,3,2,5,3,2,30,16.67,20,20,6.67,6.67,6,7,8,5,7,1,1,0,40,20,25,5,5,5,7,8,8,6,6
1,1,1,10,5,9,7,0,0.31,0,22,4,15,15,25,20,15,10,1,7,7,8,7,7,7,8,7,2,30,13,2,1,1,3,3,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,4,35,15,25,10,5,10,25,20,20,20,10,5,7,7,6,8,4,0,7,6,5,4,4,3,5,4,2,5,3,2,30,16.67,20,20,6.67,6.67,6,7,8,5,7,1,1,0,40,20,25,5,5,5,7,8,8,6,6
1,1,1,10,10,4,8,0,0.05,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,1,6,7,8,5,7,7,6,6,2,30,13,2,1,1,3,3,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,4,35,15,25,10,5,10,25,20,20,20,10,5,7,7,6,8,4,0,6,4,7,5,6,4,4,4,2,5,3,2,30,16.67,20,20,6.67,6.67,6,7,8,5,7,1,1,0,40,20,25,5,5,5,7,8,8,6,6
1,1,1,10,1,5,9,1,0.21,0,26,6,20,10,20,30,10,10,1,6,8,9,6,6,6,7,5,2,30,13,2,1,1,3,3,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,4,35,15,25,10,5,10,25,20,20,20,10,5,7,7,6,8,4,1,8,6,7,8,6,5,8,4,2,5,3,2,30,16.67,20,20,6.67,6.67,6,7,8,5,7,1,1,0,40,20,25,5,5,5,7,8,8,6,6
1,1,1,10,3,8,2,0,0.07,1,24,2,45,5,25,20,0,5,0,5,8,7,5,9,5,5,6,2,27,8,2,8,8,1,6,1,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,5,33.33,11.11,11.11,11.11,11.11,22.22,10,10,20,25,25,10,6,8,6,8,9,1,7,7,7,7,7,5,7,6,2,5,2,1,24.39,12.2,17.07,14.63,14.63,17.07,6,8,8,6,9,1,0,0,35,10,15,15,15,10,6,7,8,6,9
1,1,1,10,9,4,3,0,0.29,1,25,2,35,10,35,10,10,0,0,7,9,9,8,9,7,8,7,2,27,8,2,8,8,1,6,1,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,5,33.33,11.11,11.11,11.11,11.11,22.22,10,10,20,25,25,10,6,8,6,8,9,0,4,5,6,4,6,4,5,1,2,5,2,1,24.39,12.2,17.07,14.63,14.63,17.07,6,8,8,6,9,1,0,0,35,10,15,15,15,10,6,7,8,6,9
1,1,1,10,6,1,4,0,0.15,1,23,2,20,20,20,20,10,10,0,5,9,9,5,9,7,6,6,2,27,8,2,8,8,1,6,1,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,5,33.33,11.11,11.11,11.11,11.11,22.22,10,10,20,25,25,10,6,8,6,8,9,0,6,7,8,6,6,5,7,7,2,5,2,1,24.39,12.2,17.07,14.63,14.63,17.07,6,8,8,6,9,1,0,0,35,10,15,15,15,10,6,7,8,6,9
1,1,1,10,4,9,5,0,0.07,1,21,2,20,5,25,25,10,15,1,5,5,7,6,7,5,6,4,2,27,8,2,8,8,1,6,1,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,5,33.33,11.11,11.11,11.11,11.11,22.22,10,10,20,25,25,10,6,8,6,8,9,0,5,5,6,5,5,5,6,5,2,5,2,1,24.39,12.2,17.07,14.63,14.63,17.07,6,8,8,6,9,1,0,0,35,10,15,15,15,10,6,7,8,6,9
1,1,1,10,8,3,6,0,0.03,0,23,4,10,25,20,25,5,15,0,4,8,9,2,8,3,5,5,2,27,8,2,8,8,1,6,1,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,5,33.33,11.11,11.11,11.11,11.11,22.22,10,10,20,25,25,10,6,8,6,8,9,0,6,7,8,7,8,5,7,6,2,5,2,1,24.39,12.2,17.07,14.63,14.63,17.07,6,8,8,6,9,1,0,0,35,10,15,15,15,10,6,7,8,6,9
1,1,1,10,5,10,7,0,0.08,0,22,4,15,15,25,20,15,10,0,5,7,8,5,9,5,5,7,2,27,8,2,8,8,1,6,1,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,5,33.33,11.11,11.11,11.11,11.11,22.22,10,10,20,25,25,10,6,8,6,8,9,1,8,7,6,7,7,5,7,5,2,5,2,1,24.39,12.2,17.07,14.63,14.63,17.07,6,8,8,6,9,1,0,0,35,10,15,15,15,10,6,7,8,6,9
1,1,1,10,10,5,8,1,0.17,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,1,5,6,7,4,5,6,5,4,2,27,8,2,8,8,1,6,1,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,5,33.33,11.11,11.11,11.11,11.11,22.22,10,10,20,25,25,10,6,8,6,8,9,1,9,8,8,8,7,5,7,5,2,5,2,1,24.39,12.2,17.07,14.63,14.63,17.07,6,8,8,6,9,1,0,0,35,10,15,15,15,10,6,7,8,6,9
1,1,1,10,1,6,9,0,0.1,0,26,6,20,10,20,30,10,10,1,6,7,8,7,9,6,7,5,2,27,8,2,8,8,1,6,1,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,5,33.33,11.11,11.11,11.11,11.11,22.22,10,10,20,25,25,10,6,8,6,8,9,0,7,7,7,7,6,5,7,5,2,5,2,1,24.39,12.2,17.07,14.63,14.63,17.07,6,8,8,6,9,1,0,0,35,10,15,15,15,10,6,7,8,6,9
0,2,2,16,5,6,1,0,-0.23,1,25,4,25,20,25,20,10,0,0,3,10,10,6,4,7,4,1,2,21,5,4,8,10,6,7,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,5,12,18,20,16,16,18,35,15,10,15,5,20,5,9,7,9,10,0,6,8,7,9,5,7,9,1,1,6,3,3,20,15,20,15,10,20,6,9,9,7,10,0,0,0,15,20,20,20,10,15,5,9,9,7,9
0,2,2,16,5,11,4,0,0.43,0,24,2,25,35,30,10,0,0,0,4,5,6,4,6,2,5,2,2,21,5,4,8,10,6,7,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,5,12,18,20,16,16,18,35,15,10,15,5,20,5,9,7,9,10,0,5,8,8,4,9,3,6,1,2,6,3,3,20,15,20,15,10,20,6,9,9,7,10,0,0,0,15,20,20,20,10,15,5,9,9,7,9
0,2,2,16,5,15,5,0,-0.4,0,24,2,25,15,25,25,15,15,1,6,7,8,6,7,7,8,8,2,21,5,4,8,10,6,7,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,5,12,18,20,16,16,18,35,15,10,15,5,20,5,9,7,9,10,0,7,7,8,5,7,2,6,1,2,6,3,3,20,15,20,15,10,20,6,9,9,7,10,0,0,0,15,20,20,20,10,15,5,9,9,7,9
0,2,2,16,5,2,6,0,0.01,0,28,2,25,15,25,15,0,20,1,7,8,8,7,9,6,7,7,2,21,5,4,8,10,6,7,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,5,12,18,20,16,16,18,35,15,10,15,5,20,5,9,7,9,10,0,6,8,8,6,8,4,5,2,2,6,3,3,20,15,20,15,10,20,6,9,9,7,10,0,0,0,15,20,20,20,10,15,5,9,9,7,9
